Ticket id,Interaction id,Interaction date,Mailbox,Ticket Summary,Interaction content,Innso TYPOLOGY_TICKET ,y1,y2,y3,y4,Unnamed: 11,Unnamed: 12,y,PRED_TYPE2,PRED_TYPE3,PRED_TYPE4
22926,64224,44805.40208,support.es1@aspiegel.com,puntos huawei,buenos as el problema era justo ese en mis compras anteriores siempre me aparec el bot de obtener puntos esta vez solo lo que se puede ver en la imagen ad ta no me dio opci de aceptar obtener pero para llegar ese paso ya estaba realizada la compra pensaba que entrando en la aplicaci podr obtener los puntos no reclamados pero no me aparecen ver tambi siguiente imagen ad ta en la que incluyo los ltimos puntos obtenidos la ausencia en esta compra gracias pd si es necesario por facilidad pueden contactar conmigo un saludo jue escribi estimado cliente gracias por contactar con esperamos que le vaya bien este correo electr nico se refiere su preocupaci por los puntos huawei paso por favor verifique si ha pulsado el bot aceptar durante el proceso de pago lo que significa que acepta recibir el cashback en puntos huawei estos fueron los pasos que tuviste que seguir para aceptar recibir la devoluci de puntos huawei despu de seleccionar el art culo que desea comprar seleccione un todo de pago los todos de pago que recompensar al usuario con cashback tendr una frase en color naranja que menciona recompensa en puntos cuando su pago se haya completado haya sido exitoso toque en aceptar para aceptar su participaci en la campa despu de aceptar pulse sobre hecho para aceptar el cashback de la campa puede encontrar sus puntos huawei despu de seguir los pasos anteriores en los ajustes del tel fono centro de cuentas puntos huawei reclamaci sus puntos deber an encontrarse en la pesta reclamado paso si ha pulsado el bot aceptar env enos los siguientes datos su pa de servicio la fecha en que realiz la compra env enos las siguientes capturas de pantalla de la gina de puntos una captura de pantalla de los puntos no reclamados una captura de pantalla de los puntos reclamados una captura de pantalla de los puntos caducados nota para encontrar estas ginas vaya ajustes del tel fono centro de cuentas puntos huawei reclamaci indique el nombre de la campa en la que particip indique cu ntos puntos huawei deb recibir si tiene alguna otra pregunta no dude en responder este hilo de correo electr nico estaremos encantados de aclararle sus dudas atentamente ram soporte servicio al cliente se es una sociedad constituida en virtud de la legislaci de con su sede en se es el proveedor de servicios viles de huawei los propietarios de dispositivos de huawei honor en otros pa ses,AppGallery &amp; Games / Huawei points missing,AppGallery &amp; Games ,Problem/Fault,Coupon/Gifts/Points Issues,Can't use or acquire,,,Problem/Fault,Problem/Fault,Coupon/Gifts/Points Issues,Can't use or acquire
22926,64238,44805.42569,support.es1@aspiegel.com,puntos huawei,estimado cliente gracias por contactar con aspiegel esperamos que le vaya bien este correo electr nico se refiere su preocupaci por los puntos huawei le agra emos mucho por haber enviado las capturas de pantalla solicitadas para poder ayudarle con su problema env enos los siguientes datos su pa de servicio la fecha en que realiz la compra indique el nombre de la campa en la que particip indique cu ntos puntos huawei deb recibir si tiene alguna otra pregunta no dude en responder este hilo de correo electr nico estaremos encantados de aclararle sus dudas atentamente al cliente aspiegel se es una sociedad constituida en virtud de la legislaci de con su sede en aspiegel se es el proveedor de servicios viles de huawei los propietarios de dispositivos de huawei honor en otros pa ses puntos huawei buenos as el problema era justo ese en mis compras anteriores siempre me aparec el bot de obtener puntos esta vez solo lo que se puede ver en la imagen ad ta no me dio opci de aceptar obtener pero para llegar ese paso ya estaba realizada la compra pensaba que entrando en la aplicaci podr obtener los puntos no reclamados pero no me aparecen ver tambi siguiente imagen ad ta en la que incluyo los ltimos puntos obtenidos la ausencia en esta compra gracias pd si es necesario por facilidad pueden contactar conmigo un saludo jue escribi estimado cliente gracias por contactar con aspiegel esperamos que le vaya bien este correo electr nico se refiere su preocupaci por los puntos huawei paso por favor verifique si ha pulsado el bot aceptar durante el proceso de pago lo que significa que acepta recibir el cashback en puntos huawei estos fueron los pasos que tuviste que seguir para aceptar recibir la devoluci de puntos huawei despu de seleccionar el art culo que desea comprar seleccione un todo de pago los todos de pago que recompensar al usuario con cashback tendr una frase en color naranja que menciona recompensa en puntos cuando su pago se haya completado haya sido exitoso toque en aceptar para aceptar su participaci en la campa despu de aceptar pulse sobre hecho para aceptar el cashback de la campa puede encontrar sus puntos huawei despu de seguir los pasos anteriores en los ajustes del tel fono centro de cuentas puntos huawei reclamaci sus puntos deber an encontrarse en la pesta reclamado paso si ha pulsado el bot aceptar env enos los siguientes datos su pa de servicio la fecha en que realiz la compra env enos las siguientes capturas de pantalla de la gina de puntos una captura de pantalla de los puntos no reclamados una captura de pantalla de los puntos reclamados una captura de pantalla de los puntos caducados nota para encontrar estas ginas vaya ajustes del tel fono centro de cuentas puntos huawei reclamaci indique el nombre de la campa en la que particip indique cu ntos puntos huawei deb recibir si tiene alguna otra pregunta no dude en responder este hilo de correo electr nico estaremos encantados de aclararle sus dudas atentamente al cliente aspiegel se es una sociedad constituida en virtud de la legislaci de con su sede en aspiegel se es el proveedor de servicios viles de huawei los propietarios de dispositivos de huawei honor en otros pa ses,AppGallery &amp; Games / Huawei points missing,AppGallery &amp; Games ,Problem/Fault,Coupon/Gifts/Points Issues,Can't use or acquire,,,Problem/Fault,Problem/Fault,Coupon/Gifts/Points Issues,Can't use or acquire
22926,64320,44805.53333,support.es1@aspiegel.com,puntos huawei,buenas tardes contesto las preguntas solicitadas ad to imagen en compras ad to imagen el de si he calculado bien gracias un saludo jue escribi estimado cliente gracias por contactar con aspiegel esperamos que le vaya bien este correo electr nico se refiere su preocupaci por los puntos huawei le agra emos mucho por haber enviado las capturas de pantalla solicitadas para poder ayudarle con su problema env enos los siguientes datos su pa de servicio la fecha en que realiz la compra indique el nombre de la campa en la que particip indique cu ntos puntos huawei deb recibir si tiene alguna otra pregunta no dude en responder este hilo de correo electr nico estaremos encantados de aclararle sus dudas atentamente al cliente aspiegel se es una sociedad constituida en virtud de la legislaci de con su sede en aspiegel se es el proveedor de servicios viles de huawei los propietarios de dispositivos de huawei honor en otros pa ses,AppGallery &amp; Games / Huawei points missing,AppGallery &amp; Games ,Problem/Fault,Coupon/Gifts/Points Issues,Can't use or acquire,,,Problem/Fault,Problem/Fault,Coupon/Gifts/Points Issues,Can't use or acquire
22926,64322,44805.53611,support.es1@aspiegel.com,puntos huawei,estimado cliente muchas gracias por la informaci facilitada le informamos que su solicitud est siendo procesada por nuestro departamento especializado tan pronto como tengamos una actualizaci se lo haremos saber para s preguntas no dude en responder este hilo de correo electr nico estaremos encantados de aclararle sus dudas atentamente al cliente aspiegel se es una sociedad constituida en virtud de la legislaci de con su sede en aspiegel se es el proveedor de servicios viles de huawei los propietarios de dispositivos de huawei honor en otros pa ses puntos huawei buenas tardes contesto las preguntas solicitadas ad to imagen en compras ad to imagen el de si he calculado bien gracias un saludo jue escribi estimado cliente gracias por contactar con aspiegel esperamos que le vaya bien este correo electr nico se refiere su preocupaci por los puntos huawei le agra emos mucho por haber enviado las capturas de pantalla solicitadas para poder ayudarle con su problema env enos los siguientes datos su pa de servicio la fecha en que realiz la compra indique el nombre de la campa en la que particip indique cu ntos puntos huawei deb recibir si tiene alguna otra pregunta no dude en responder este hilo de correo electr nico estaremos encantados de aclararle sus dudas atentamente al cliente aspiegel se es una sociedad constituida en virtud de la legislaci de con su sede en aspiegel se es el proveedor de servicios viles de huawei los propietarios de dispositivos de huawei honor en otros pa ses,AppGallery &amp; Games / Huawei points missing,AppGallery &amp; Games ,Problem/Fault,Coupon/Gifts/Points Issues,Can't use or acquire,,,Problem/Fault,Problem/Fault,Coupon/Gifts/Points Issues,Can't use or acquire
22876,64299,44805.50764,support.eu@aspiegel.com,cashback,for your understanding and we are sorry for the misunderstanding indeed my colleagues was talking about points and also for confirming us that you received the compensation we apologise for any inconvenience this process cause should you have any further questions please do not hesitate to contact us by replying to this mail sincerely madalin cashback on further review looking much later than the date in the last email cam see compensation for is this what was referred to as points because these numbers are very different for your patience regarding the paysafe campaign cashback you will receive the cashback as soon as the game team staff know the ision of budget owner regarding the fact you mentioned to not having received the cashback the team confirmed us that you received huawei points for non working gog points back in the days you can check their huawei points balance by going to huawei wallet me huawei points click on huawei points balance or settings account center huawei points payment and purchases coupons used expired used if you have any further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts sincerely madalin,AppGallery &amp; Games / Huawei points missing,AppGallery &amp; Games ,Problem/Fault,Coupon/Gifts/Points Issues,Can't use or acquire,,,Problem/Fault,Problem/Fault,Coupon/Gifts/Points Issues,Can't use or acquire
22853,64385,44805.61736,support.es1@aspiegel.com,error al obtener regalos,estimado cliente me gustar hacer un seguimiento del caso que plante en si no tenemos noticias suyas en horas cerraremos este ticket una vez cerrado el ticket tendremos que presentar un nuevo ticket para recibir s asistencia lo que puede causar retrasos en la resoluci del problema gracias por su comprensi si tiene alguna otra pregunta no dude en responder este hilo de correo electr nico estaremos encantados de ayudarle resolver sus dudas atentamente al cliente aspiegel se es una sociedad constituida en virtud de la legislaci de con su sede en aspiegel se es el proveedor de servicios viles de huawei los propietarios de dispositivos de huawei honor en otros pa ses error al obtener regalos buenos as intento obtener el regalo de meses gratis de plus pero no lo consigo me aparece un error que dice error al recuperar los datos int ntelo s tarde no se mo solucionarlo muchas gracias,AppGallery &amp; Games / Unable to claim the prize/points/coupons,AppGallery &amp; Games ,Problem/Fault,Coupon/Gifts/Points Issues,Can't use or acquire,,,Problem/Fault,Problem/Fault,Coupon/Gifts/Points Issues,Can't use or acquire
22825,64434,44805.66042,support.fr@aspiegel.com,programme vip,bonjour et merci pour vos ponses je me suis rendu sur mon compte je ai encore rien re je ne sais pas il a un lai ou si devait tre imm diat au moment j ai re votre mail ai bien suivi les instructions je ne pense pas avoir regard au mauvais endroit dans le doute juste pour savoir si je dois attendre s il aurait un quelconque probl me merci le mer ao a crit cher client nous esp rons que vous allez bien nous vous apportons la ponse concernant votre probl me des contr les internes nous pouvons vous informer que votre paiement cash en ao utd tait de euro le ao dans ce cas vous avez droit au coupon du er seuil de euro de nos compenses vip notre quipe de campagne vous enverra le coupon correspondant directement sur votre compte afin de changer veuillez suivre le guide ci dessous galerie applications moi mon compte paiement et achat coupon demander un autre coupon en outre tous vos achats effectu pendant les autres jours du mois ao peuvent encore tre pris en compte pour clamer autres coupons vip vous pouvez continuer vos achats dans le jeu si vous avez atteint le niveau de penses sup rieur notre quipe de campagne vous distribuera manuellement un autre coupon de compense la fin de ce mois partir de tembre toutes les compenses pourront tre clam es automatiquement sur notre page de campagne vip nous vous informons galement que vous pouvez trouver notre quipe de campagne sur discord sous le nom de kiwi merci de votre confiance cordialement stela aspiegel se est une soci de droit irlandais dont le si ge est en aspiegel se est le fournisseur de services mobiles huawei aux propri taires appareils huawei et honor en au en en et dans autres pays programme vip re bonjour ai essay vainement de prendre contact avec quipe discord mais jamais personne ne a pondu donc depuis je ai rien obtenu pas aide pas de solution pas de points rien je me retrouve dans une impasse le temps passe et ai impression tre ignor quipe discord ne pond jamais ou une fois tout les mois je ne vois pas comment la situation qui pourtant tait clair dans nos changes de mails peut devenir si compliqu alors que aurait tre encore plus rapide esp re que vous pourrez apporter une aide direct car par discord il est clair que je aurai jamais rien le ao a crit cher client quipe discord en charge v rifi et le jeu the walking dead survivors est pas dans la liste des jeux du syst me vip ils ajouteront bient l quipe discord vous compensera en vous donnant des points huawei en fonction de votre paiement s que possible nous vous demandons donc de bien vouloir contacter quipe discord via le lien suivant https discord gg btjjqhcpe merci pour votre compr hension et votre coop ration nous vous serions reconnaissants de nous faire part de vos commentaires concernant notre change e mails car nous avons besoin de votre avis pour continuer am liorer notre service est pourquoi nous vous invitons remplir le questionnaire qui vous parviendra bient l adresse lectronique que vous avez utilis pour nous contacter si vous avez autres questions h sitez pas pondre cet mail et nous serons heureux de vous aider soudre vos doutes cordialement assistance la client le aspiegel aspiegel se est une soci de droit irlandais dont le si ge est en aspiegel se est le fournisseur de services mobiles huawei aux propri taires appareils huawei et honor en au en en et dans autres pays programme vip bonjour comme demand envoie les informations demand es the walking dead survivors programme vip ao je ai aucune id du nombre de points que aurai du recevoir je suis sol de ne pouvoir pondre cette question discord killflaker le dim ao a crit cher client merci avoir contact aspiegel nous esp rons que vous allez bien cet mail est propos de votre demande concernant le cashback pour le programme vip pour am liorer exp rience de jeu nous avons cr un canal discord pour vous tenir au courant des derni res campagnes de jeu des activit de duction et pour vous fournir des services directs nous vous recommandons utiliser notre canal discord nous vous recommandons de nous contacter via le canal discord https discord gg btjjqhcpe depuis votre ordinateur directement si vous avez des difficult utiliser discord ou si vous pr rez que nous traitions le cas veuillez nous fournir les informations suivantes pour une enqu te plus approfondie votre identifiant huawei votre pays de service appgallery moi param tres le nom de application jeu le nom de la campagne laquelle vous avez particip indiquez combien de points huawei vous deviez recevoir les coordonn es de votre compte discord le cas ch ant si vous avez autres questions h sitez pas pondre cet mail et nous serons heureux de vous aider soudre vos doutes cordialement stela aspiegel se est une soci de droit irlandais dont le si ge est en aspiegel se est le fournisseur de services mobiles huawei aux propri taires appareils huawei et honor en au en en et dans autres pays programme vip bonjour ai un petit souci avec le programme vip du mois ao jusqu maintenant il indique toujours euro pens alors que ai effectu beaucoup de penses je ne comprends pas car le mois pr dent tout allait bien je vous ajoute les captures crans de mes penses mon compte huawei est avec cette adresse mail par laquelle je prends contact mon pseudo est et mon num ro de mobile est le utilise tphones un huawei et un autre un autre fabricant esp re avoir fourni toutes les informations cessaires pour la solution de mon probl me merci,AppGallery &amp; Games / Unable to claim the prize/points/coupons,AppGallery &amp; Games ,Problem/Fault,Coupon/Gifts/Points Issues,Can't use or acquire,,,Problem/Fault,Problem/Fault,Coupon/Gifts/Points Issues,Can't use or acquire
22825,64438,44805.66875,support.fr@aspiegel.com,programme vip,cher client nous vous remercions avoir signal ce probl me si vous avez j suivi les tapes que nous vous avons conseill es appgallery moi mon compte paiement et achat coupon demander un autre coupon et que vous avez pas trouv le coupon nous le rifierons avec notre quipe interne et vous pondrons s que possible cordialement stela aspiegel se est une soci de droit irlandais dont le si ge est en aspiegel se est le fournisseur de services mobiles huawei aux propri taires appareils huawei et honor en au en en et dans autres pays programme vip bonjour et merci pour vos ponses je me suis rendu sur mon compte je ai encore rien re je ne sais pas il a un lai ou si devait tre imm diat au moment j ai re votre mail ai bien suivi les instructions je ne pense pas avoir regard au mauvais endroit dans le doute juste pour savoir si je dois attendre s il aurait un quelconque probl me merci le mer ao a crit cher client nous esp rons que vous allez bien nous vous apportons la ponse concernant votre probl me des contr les internes nous pouvons vous informer que votre paiement cash en ao utd tait de euro le ao dans ce cas vous avez droit au coupon du er seuil de euro de nos compenses vip notre quipe de campagne vous enverra le coupon correspondant directement sur votre compte afin de changer veuillez suivre le guide ci dessous galerie applications moi mon compte paiement et achat coupon demander un autre coupon en outre tous vos achats effectu pendant les autres jours du mois ao peuvent encore tre pris en compte pour clamer autres coupons vip vous pouvez continuer vos achats dans le jeu si vous avez atteint le niveau de penses sup rieur notre quipe de campagne vous distribuera manuellement un autre coupon de compense la fin de ce mois partir de tembre toutes les compenses pourront tre clam es automatiquement sur notre page de campagne vip nous vous informons galement que vous pouvez trouver notre quipe de campagne sur discord sous le nom de kiwi merci de votre confiance cordialement stela aspiegel se est une soci de droit irlandais dont le si ge est en aspiegel se est le fournisseur de services mobiles huawei aux propri taires appareils huawei et honor en au en en et dans autres pays,AppGallery &amp; Games / Unable to claim the prize/points/coupons,AppGallery &amp; Games ,Problem/Fault,Coupon/Gifts/Points Issues,Can't use or acquire,,,Problem/Fault,Problem/Fault,Coupon/Gifts/Points Issues,Can't use or acquire
22825,64482,44805.74167,support.fr@aspiegel.com,programme vip,cher client merci avoir contact aspiegel afin de vous donner la meilleure solution veuillez nous fournir les captures cran suivantes param tres centre de compte huawei id paiement et achats coupons gagner plus de coupons appgallery me rewards coupon disponible appgallery me rewards coupon utilis appgallery me rewards coupon expir nous vous remercions pour votre patience et compr hension si vous avez autres questions h sitez pas pondre ce courriel et nous serons heureux de vous aider soudre vos doutes cordialement aspiegel se est une soci de droit irlandais dont le si ge est en aspiegel se est le fournisseur de services mobiles huawei aux propri taires appareils huawei et honor en au en en et dans autres pays programme vip cher client nous vous remercions avoir signal ce probl me si vous avez j suivi les tapes que nous vous avons conseill es appgallery moi mon compte paiement et achat coupon demander un autre coupon et que vous avez pas trouv le coupon nous le rifierons avec notre quipe interne et vous pondrons s que possible cordialement stela aspiegel se est une soci de droit irlandais dont le si ge est en aspiegel se est le fournisseur de services mobiles huawei aux propri taires appareils huawei et honor en au en en et dans autres pays,AppGallery &amp; Games / Unable to claim the prize/points/coupons,AppGallery &amp; Games ,Problem/Fault,Coupon/Gifts/Points Issues,Can't use or acquire,,,Problem/Fault,Problem/Fault,Coupon/Gifts/Points Issues,Can't use or acquire
22825,64551,44805.97431,support.fr@aspiegel.com,programme vip,bonsoir je ne sais pas si est la traduction au niveau de indication pour les menus mais je ne suis pas r avoir fait les bonnes captures crans alors en ai fait plus que pr vu si jamais je me suis tromp le jeu a crit cher client merci avoir contact aspiegel afin de vous donner la meilleure solution veuillez nous fournir les captures cran suivantes param tres centre de compte huawei id paiement et achats coupons gagner plus de coupons appgallery me rewards coupon disponible appgallery me rewards coupon utilis appgallery me rewards coupon expir nous vous remercions pour votre patience et compr hension si vous avez autres questions h sitez pas pondre ce courriel et nous serons heureux de vous aider soudre vos doutes cordialement aspiegel se est une soci de droit irlandais dont le si ge est en aspiegel se est le fournisseur de services mobiles huawei aux propri taires appareils huawei et honor en au en en et dans autres pays,AppGallery &amp; Games / Unable to claim the prize/points/coupons,AppGallery &amp; Games ,Problem/Fault,Coupon/Gifts/Points Issues,Can't use or acquire,,,Problem/Fault,Problem/Fault,Coupon/Gifts/Points Issues,Can't use or acquire
22814,64188,44805.3625,support.eu@aspiegel.com,,gentile cliente grazie per aver fornito queste informazioni il vostro caso sar trasferito al nostro team interno per ulteriori indagini la contatteremo via mail il prima possibile grazie per la vostra pazienza cordiali saluti aspiegel se is company incorporated under the laws of with its headquarters in and other countries aspiegel support issue submit campagna petal maps huawei id nr tel dopo un anno premi vanno via dal account infatti ora non lo trovo piu pero le ho allegato la foto fatta qualche giorni fa da inviato mercoled agosto oggetto aspiegel support issue submit gentile cliente la ringraziamo per aver contattato il servizio tecnico di aspiegel questa mail riguarda la sua preoccupazione per un premio vinto non ricevuto non si preoccupi capisco benissimo la sua preoccupazione far del mio meglio per fornirle la migliore soluzione possibile se non hai registrato indirizzo per la consegna del premio vai su appgallery io premi altro tocca indirizzo per registrare il tuo indirizzo di spedizione richiedere ufficialmente il premio verrete reindirizzati un altra pagina in cui vi verr chiesto di fornire il vostro indirizzo di spedizione accettare termini le condizioni toccare invia apparir una nuova pagina che confermer che indirizzo di spedizione stato inviato con successo toccate ok attendete che articolo venga consegnato al vostro indirizzo di spedizione se il vostro indirizzo gi stato registrato in precedenza vi preghiamo di inviarci le seguenti informazioni per approfondire la questione andare su appgallery io premi altro fare uno screenshot della scheda altro huawei id indirizzo mail numero di telefono utilizzato per registrare huawei id uno screenshot dell indirizzo di spedizione inviato con successo nota se il premio vinto non elencato nella scheda altro si prega di fornire le seguenti informazioni per ulteriori indagini la data in cui si stati contattati dal servizio clienti in merito al premio id huawei indirizzo mail numero di telefono utilizzato per registrare id huawei inviateci il paese del vostro account descrivere il premio vinto includere il nome della campagna cui si partecipato se possibile includete uno screenshot della notifica di vincita dopo aver vinto il premio in caso di ulteriori domande non esitate rispondere questa mail saremo lieti di assistervi cordiali saluti aspiegel se is company incorporated under the laws of with its headquarters in and other countries aspiegel support issue submit product appgallery games requests keting campaign huawei points coupons prize phone numbe contact email address sum of the issue salve avevo partecipato un concorso sul app huawei vincendo twatch orologio nel mio account potete vedere la vincita passato un anno non ho ancora ricevuto niente home news events products partners support copyright aspiegel se,"AppGallery &amp; Games /  Information request (e.g. prize delivery timeframe, how to join campaign)",AppGallery &amp; Games ,Problem/Fault,Coupon/Gifts/Points Issues,Cooperated campaign issue,,,Problem/Fault,Problem/Fault,Coupon/Gifts/Points Issues,Cooperated campaign issue
22808,64293,44805.49583,support.eu@aspiegel.com,,sehr geehrter kunde vielen dank dass sie mit kontakt aufgenommen haben wir hoffen dass es ihnen gut geht in dieser mail geht es um ihr anliegen ihr huawei gewonnene preis wir haben mit dem kampagnenmanager gesprochen der uns best tigt hat dass wir ihnen bereits ein matepad zugestellt haben es werden keine weiteren preise verschickt da die teilnehmer gem den bedingungen der kampagne nur einen einzigen preis gewinnen nnen da sie nur mit einem konto an der kampagne teilnehmen nnen wir danken ihnen r ihr verst ndnis wenn sie weitere fragen haben nnen sie gerne auf diesen mail thread antworten und wir werden ihnen gerne weiterhelfen mit freundlichen gru andrea se is company incorporated under the laws of with its headquarters in europe canada new zealand and other countries support issue submit ich habe rzlich mit ihnen ber meinen preis gesprochen die huawei freebuds und sie haben mir gesagt dass sie mit ihrem team weiter sehen werden keine antwort r jetzt also was ist das problem le mercredi juin sabrine crit ich habe keine weiteren fragen vielen dank bitte senden sie den gewinn so schnell wie glich le mer juin crit sehr geehrte frau vielen dank r ihre antwort wir haben ihre entscheidung an unser internes team weitergeleitet vielen dank r ihr verst ndnis und ihre kooperation hrend dieses prozesses wenn sie weitere fragen haben antworten sie bitte auf diese mail mit freundlichen gr en ia kundenbetreuungsteam se is company incorporated under the laws of with its headquarters in europe canada new zealand and other countries support issue submit nun ich werde huawei matepad wifi hlen und danke le mer juin crit sehr geehrte frau wir haben festgestellt dass ihre adresse zwei sachpreise gewonnen hat wir vermuten dass sie sich mehr als einmal registriert haben um mehr chancen auf die teilnahme an der aktion zu erhalten was nicht erlaubt ist wir chten sie bitten sich zwischen dem band preis und dem matepad wifi zu entscheiden und dann werden wir ihnen einen preis zukommen lassen wenn sie weitere fragen haben antworten sie bitte auf diesen mail thread und wir werden ihnen gerne weiterhelfen mit freundlichen gr en ia kundenbetreuungsteam se is company incorporated under the laws of with its headquarters in europe canada new zealand and other countries support issue submit sehr geehrte frau vielen dank dass sie mit kontakt aufgenommen haben wir hoffen dass es ihnen gut geht wir haben soeben die best tigung von den kampagnenplanern erhalten und die preise sollten ende chster woche geliefert werden wir rden uns sehr ber ihr feedback zu unserem mail austausch freuen denn wir brauchen ihren input um unseren service weiter zu verbessern wir laden sie daher ein den fragebogen auszuf llen der in rze an die mail adresse geschickt wird die sie zur kontaktaufnahme verwendet haben wenn sie weitere fragen haben nnen sie gerne auf diesen mail thread antworten und wir werden ihnen gerne weiterhelfen mit freundlichen gr en ia kundenbetreuungsteam se is company incorporated under the laws of with its headquarters in europe canada new zealand and other countries support issue submit sehr geehrte frau wir haben ihre anfrage an unser internes team weitergeleitet und werden uns so schnell wie glich mit einem update bei ihnen melden vielen dank r ihr verst ndnis und ihre kooperation hrend dieses prozesses mit freundlichen gr en se is company incorporated under the laws of with its headquarters in europe canada new zealand and other countries support issue submit hid stsfvea ipm dittesstrasse germany le juin crit sehr geehrte frau vielen dank r ihre geduld wir hoffen es geht ihnen gut um dieses problem besser untersuchen zu nnen bitten wir sie um die folgenden informationen bitte teilen sie uns das datum mit an dem sie vom kundendienst bez glich des preises kontaktiert wurden senden sie uns ihre huawei id ihre huawei id finden sie unte telefoneinstellungen kontocenter ihre huawei id befindet sich oben auf dem bildschirm direkt unter ihrem profilbild senden sie uns ihr kontoland beschreiben sie den preis den sie gewonnen haben geben sie den namen der kampagne an an der sie teilgenommen haben legen sie wenn glich einen screenshot der gewinnbenachrichtigung bei nachdem sie den preis gewonnen haben ein screenshot der kampagne an der sie teilgenommen haben wenn sie weitere fragen haben antworten sie bitte auf diesen mail thread und wir werden ihnen gerne weiterhelfen mit freundlichen gr en ia kundenbetreuungsteam se is company incorporated under the laws of with its headquarters in europe canada new zealand and other countries support issue submit product other products requests requests contact full name sabrine phone numbe contact email address huawei id account hid stsfvea ipm sum of the issue ich frage mich warum ich meinen preis nicht erhalten habe den ich bei huawei music gewonnen habe mlich huawei band also betrachten sie meinen fall bitte ernsthaft home news events products partners support copyright se,"AppGallery &amp; Games /  Information request (e.g. prize delivery timeframe, how to join campaign)",AppGallery &amp; Games ,Problem/Fault,Coupon/Gifts/Points Issues,Cooperated campaign issue,,,Problem/Fault,Problem/Fault,Coupon/Gifts/Points Issues,Cooperated campaign issue
22701,64522,44805.81944,support.eu@aspiegel.com,,this email is regarding your concern about you physical price not being received in order to better investigate this issue we would kindly like to ask you for the following information please send us the date you were contacted by the customer service team regarding the prize send us your huawei id your huawei id can be found by going to phone settings account center your huawei id will be at the top of the screen right below your profile picture send us your account country outline the prize you won state the name of the campaign you participated in provide screenshot of the winning notification after you won the prize if possible screenshot of the campaign you attended if we do not hear from you within hours we will close this ticket once the ticket is closed we will need to file new ticket to receive further assistance which cause delays in resolving the issue for your understanding if you have any further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts sincerely alexandru we hope you re doing well this email is regarding your concern about you physical price not receive in order to better investigate this issue we would kindly like to ask you for the following information please send us the date you were contacted by the customer service team regarding the prize send us your huawei id your huawei id can be found by going to phone settings account center your huawei id will be at the top of the screen right below your profile picture send us your account country outline the prize you won state the name of the campaign you participated in provide screenshot of the winning notification after you won the prize if possible screenshot of the campaign you attended if you have any further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts sincerely ram product appgallery games requests report scam or fraud contact full name chima phone numbe contact email address huawei id account sum of the issue have won this prize in the app gallery the huawei matepad pro but still haven received have been making reports but my huawei matepad pro still hasn been shipped please do something about it home news events products partners support copyright se,AppGallery &amp; Games / Delivery of the item request:  In- App Purchase not received,AppGallery &amp; Games ,Problem/Fault,Coupon/Gifts/Points Issues,Cooperated campaign issue,,,Problem/Fault,Problem/Fault,Coupon/Gifts/Points Issues,Cooperated campaign issue
